timestamp_sec,motor_position_rad,motor_speed_rad_s,motor_shaft_speed_rad_s,motor_current_a,motor_torque_nm,pendulum_position_rad,input_voltage
0.0,0.0,0.0,0.0,2.3255813953488373,2.5395348837209304,3.141592653589793,12.0
0.002,0.001143644119723427,0.5718220598617135,44.602120669213654,2.2045678896571723,2.407388135505632,3.1412833340436714,12.0
0.004,0.0033712725254149657,1.1138142028457694,86.87750782197001,2.089867226839616,2.282135011708861,3.14068104860129,12.0
0.006,0.006626334565293234,1.6275310199391344,126.94741955525248,1.9811504120593924,2.1634162499688565,3.1398013433927336,12.0
0.008,0.01085522613218199,2.114445783444378,164.92677110866148,1.8781056597827015,2.0508913804827102,3.1386589925178665,12.0
0.01,0.01600713534787211,2.575954607845059,200.9244594119146,1.7804375132234873,1.9442377644400484,3.1372680293395288,12.0
0.012,0.022033896221419817,3.013380436773855,235.0436740683607,1.6878660005897188,1.8431496726439731,3.1356417746071044,12.0
0.014,0.028889849928747078,3.4279768536636306,267.38219458576316,1.600125828643278,1.7473374048784598,3.1337928622098574,12.0
0.016,0.03653171336092597,3.8209317160894476,298.0326738549769,1.516965613571768,1.6565264500203707,3.1317332631756187,12.0
0.018000000000000002,0.04491845459234408,4.193370615709055,327.0829080253063,1.4381471487685487,1.5704566864552552,3.1294743083825036,12.0
0.020000000000000004,0.0540111749267008,4.546360167178359,354.616093039912,1.3634447088064403,1.488881622016633,3.127026710332999,12.0
0.022000000000000006,0.06377299718777052,4.880911130534859,380.711068181719,1.2926443886542507,1.4115676724104418,3.124400584245719,12.0
0.024000000000000007,0.07416895993250905,5.197981372369264,405.44254704480255,1.2255434770102256,1.3382934768951664,3.121605468645961,12.0
0.02600000000000001,0.08516591727589988,5.498478671695414,428.8813363922423,1.161949862501668,1.2688492498518216,3.118650345578279,12.0
0.02800000000000001,0.09673244402954838,5.783263376824252,451.0945433922916,1.1016814714162628,1.203036166786559,3.1155436605195894,12.0
0.030000000000000013,0.10883874586911828,6.053150919784953,472.1457717432263,1.0445657355803937,1.1406657832537899,3.112293342037308,12.0
0.032000000000000015,0.12145657425900956,6.308914194945641,492.09530720576,0.99043908897662,1.0815594851624692,3.108906821211631,12.0
